Age,Gender,Time_on_platform,Devices_connected,Subscription_type,Num_active_profiles,Avg_rating
20,Female,1176,2,Basic,4,4
61,Male,2756,3,Basic,1,4
52,Male,645,2,Standard,1,3
44,Female,4396,2,Premium,1,3
63,Male,4396,3,Standard,2,2
21,Male,2971,1,Premium,5,2
44,Female,4396,3,Standard,5,2
44,Male,6777,2,Standard,2,3
27,Female,7487,3,Standard,5,3
44,Male,4682,3,Standard,4,3
49,Male,5544,3,Premium,4,3
52,Female,2382,5,Basic,1,3
47,Female,1480,3,Basic,1,2
36,Male,6149,1,Standard,5,3
44,Female,3660,2,Basic,2,4
52,Female,4662,3,Standard,1,1
67,Female,4893,3,Basic,2,4
58,Female,4396,5,Premium,1,4
29,Male,5135,3,Premium,1,2
25,Female,4985,2,Standard,3,1
60,Male,8718,2,Standard,2,2
48,Female,1249,3,Standard,5,1
62,Female,4396,1,Standard,4,3
66,Female,2118,1,Standard,5,4
62,Female,6827,3,Standard,4,3
58,Female,4242,2,Standard,2,2
36,Male,4396,3,Basic,4,2
46,Male,4396,2,Standard,5,2
65,Female,777,3,Standard,2,3
31,Female,4396,3,Standard,2,3
58,Female,4396,3,Standard,2,3
37,Female,4396,3,Standard,4,3
56,Male,6514,4,Standard,4,3
63,Female,5716,3,Standard,4,1
26,Female,2889,3,Standard,1,4
63,Male,4396,5,Premium,4,2
53,Female,6116,2,Standard,5,1
49,Female,4396,5,Premium,5,3
21,Female,7576,5,Premium,2,1
44,Male,4396,3,Basic,2,3
29,Female,642,4,Basic,1,3
60,Female,8166,3,Standard,2,1
64,Male,742,5,Standard,3,3
46,Female,4396,3,Basic,1,4
44,Female,6544,5,Standard,3,3
22,Female,4396,3,Standard,3,1
44,Male,1927,3,Basic,5,4
57,Female,8303,3,Basic,4,3
51,Female,3347,3,Standard,5,3
19,Male,2411,1,Standard,4,1
38,Male,4396,3,Standard,4,3
30,Male,1739,1,Premium,1,1
37,Male,4593,1,Standard,5,4
63,Female,6787,3,Basic,3,3
40,Female,2187,4,Standard,5,2
28,Female,1365,1,Standard,3,2
49,Male,4396,4,Standard,2,2
46,Male,4396,4,Standard,1,3
35,Male,4699,1,Standard,2,3
45,Male,6824,3,Standard,2,2
44,Male,323,5,Standard,4,1
44,Male,1468,3,Standard,3,2
21,Male,4396,3,Premium,2,1
18,Male,926,3,Standard,5,3
66,Male,5742,2,Standard,5,2
60,Male,4396,3,Basic,3,3
43,Male,4551,1,Standard,1,3
33,Male,7328,1,Standard,2,3
20,Male,5977,5,Standard,5,3
54,Female,4396,1,Basic,4,1
40,Male,3652,3,Basic,1,3
63,Male,4396,3,Standard,5,4
24,Male,5382,3,Premium,5,4
29,Female,6691,2,Standard,4,4
63,Male,1031,1,Standard,5,3
49,Female,1963,3,Premium,5,3
49,Male,606,1,Premium,3,3
61,Female,231,5,Premium,3,3
43,Female,4396,3,Premium,5,3
63,Female,7429,1,Basic,3,3
69,Female,1405,3,Standard,4,2
20,Male,6016,3,Standard,5,3
19,Male,7172,2,Standard,1,3
52,Male,3562,4,Premium,3,1
47,Male,4396,1,Standard,4,4
50,Male,1344,4,Premium,1,4
49,Male,8509,3,Basic,1,3
32,Female,5394,1,Standard,4,3
32,Male,6024,3,Standard,3,4
38,Female,1320,1,Basic,5,3
18,Male,1265,1,Standard,3,3
20,Male,4396,3,Standard,2,3
61,Male,4396,3,Standard,3,2
46,Female,1826,3,Premium,5,4
32,Male,2963,3,Standard,1,4
49,Male,7277,3,Premium,5,1
62,Male,1720,3,Premium,3,3
40,Female,4887,3,Standard,1,3
23,Female,2811,3,Premium,1,3
44,Male,4141,5,Basic,2,1
66,Male,3218,2,Standard,4,2
59,Female,1556,1,Standard,2,4
41,Male,4396,3,Standard,4,3
37,Male,1736,5,Basic,4,1
33,Male,5428,3,Standard,4,3
38,Female,4396,5,Premium,1,1
25,Female,4658,2,Standard,4,4
39,Male,5105,3,Basic,2,2
60,Female,2461,3,Standard,4,1
18,Female,2491,2,Standard,1,2
25,Female,2851,1,Standard,4,1
51,Female,3138,3,Basic,1,3
50,Male,5083,3,Standard,5,4
64,Male,2820,3,Basic,2,3
40,Male,4706,3,Standard,5,4
38,Male,1628,3,Premium,4,2
60,Female,4396,3,Standard,5,2
26,Male,715,1,Basic,4,3
22,Male,1259,2,Premium,2,4
49,Female,6609,3,Premium,4,2
44,Female,4396,3,Basic,3,3
41,Male,4396,3,Premium,3,3
35,Male,3912,5,Standard,5,3
32,Male,6351,3,Standard,2,2
30,Male,2433,3,Basic,3,2
49,Male,3220,3,Basic,4,3
56,Female,8422,3,Standard,2,4
56,Female,4396,5,Standard,1,3
44,Female,2136,3,Basic,2,3
44,Female,6089,4,Premium,2,1
62,Male,3644,5,Standard,2,3
21,Female,776,5,Premium,1,4
55,Male,4396,5,Premium,2,4
50,Female,3900,3,Standard,1,3
39,Male,4244,4,Basic,4,3
33,Female,4396,1,Standard,5,4
44,Female,3106,2,Standard,3,4
59,Male,4287,3,Premium,5,1
50,Female,4129,3,Premium,2,3
44,Female,4396,4,Basic,5,4
50,Female,2155,3,Standard,1,3
56,Female,4396,2,Premium,2,1
34,Male,5581,2,Premium,1,1
64,Female,1818,5,Premium,4,3
22,Female,4396,3,Standard,1,3
27,Female,6140,3,Standard,2,2
24,Male,3409,4,Standard,1,4
47,Female,6205,3,Standard,2,4
18,Male,4396,1,Premium,2,3
67,Female,3173,3,Basic,3,3
44,Female,5170,1,Standard,1,2
41,Male,3262,2,Premium,2,4
40,Male,4396,3,Standard,4,4
20,Male,4396,3,Premium,1,3
25,Female,3956,2,Standard,1,2
55,Female,263,3,Premium,1,3
63,Female,4396,1,Standard,5,2
18,Female,2935,3,Premium,4,3
57,Male,4396,5,Standard,3,3
44,Female,1630,3,Premium,1,3
49,Male,4396,2,Standard,1,3
69,Female,6610,4,Premium,4,3
19,Male,1182,3,Standard,2,3
51,Female,8363,2,Standard,3,4
55,Female,8748,3,Standard,3,3
67,Male,8265,5,Standard,1,1
47,Female,4301,3,Premium,1,3
52,Female,120,4,Standard,3,1
52,Male,6816,4,Standard,2,3
52,Male,6493,3,Premium,1,3
22,Male,2723,3,Premium,1,2
20,Female,4396,3,Standard,4,3
50,Male,391,2,Premium,4,3
54,Female,1611,3,Basic,5,3
23,Female,5238,2,Standard,5,4
44,Male,4396,3,Premium,1,3
48,Male,4396,2,Standard,5,3
40,Female,5565,2,Premium,5,3
20,Male,1123,1,Standard,1,4
33,Male,4396,3,Standard,2,5
65,Female,4396,3,Premium,5,3
66,Male,8083,5,Basic,2,3
56,Male,411,4,Basic,2,3
47,Female,5453,4,Premium,2,3
60,Female,2062,3,Standard,5,4
42,Male,2166,4,Standard,5,1
39,Female,7809,3,Basic,3,3
44,Male,794,3,Standard,1,4
44,Female,4396,1,Standard,2,1
25,Female,5688,1,Standard,3,3
46,Female,4396,5,Standard,3,3
61,Female,5552,3,Basic,3,3
37,Female,1381,3,Standard,1,2
57,Female,4396,1,Standard,5,1
68,Female,5957,5,Standard,5,4
26,Female,4396,1,Standard,2,3
44,Female,4725,3,Basic,3,3
66,Female,3972,5,Standard,3,2
48,Female,801,5,Premium,1,2
54,Female,8444,3,Standard,2,2
44,Female,3842,3,Premium,3,4
63,Male,5551,4,Premium,1,3
44,Female,4396,2,Standard,5,1
52,Male,4396,3,Standard,2,3
39,Female,8691,2,Premium,5,2
33,Female,6714,3,Standard,3,4
44,Male,8069,4,Premium,2,1
65,Female,4396,4,Premium,4,3
60,Female,6708,4,Basic,4,1
39,Male,4396,3,Standard,2,3
63,Female,7429,5,Standard,4,2
35,Female,3906,2,Basic,1,1
44,Male,5611,3,Basic,5,2
43,Male,3215,3,Basic,5,3
42,Female,4396,3,Standard,1,3
34,Male,5750,1,Standard,2,3
25,Male,6631,3,Standard,1,3
45,Female,6621,2,Premium,1,1
40,Male,4396,2,Standard,5,3
43,Male,3733,3,Premium,4,4
64,Female,969,3,Standard,3,3
65,Male,3751,4,Standard,4,3
18,Male,5076,4,Basic,5,1
63,Female,2642,1,Premium,3,3
54,Male,2529,3,Basic,1,4
41,Female,88,2,Standard,1,4
29,Female,5788,3,Premium,5,3
26,Female,4396,4,Standard,1,3
33,Male,4396,3,Standard,1,4
57,Male,4396,1,Premium,4,1
45,Male,4396,2,Standard,4,1
56,Male,5935,1,Standard,2,1
27,Female,4526,3,Premium,1,4
19,Female,8314,3,Premium,2,2
40,Female,3108,2,Standard,5,3
52,Male,3949,3,Standard,1,4
68,Female,4396,3,Premium,2,2
36,Female,3069,5,Premium,4,1
46,Female,4396,4,Standard,1,4
51,Female,4298,4,Standard,2,4
19,Male,6596,4,Standard,2,1
58,Female,6301,1,Standard,1,3
50,Male,4396,4,Standard,4,1
64,Female,63,3,Basic,4,3
33,Male,4396,4,Premium,1,3
59,Male,7487,1,Standard,5,2
50,Male,3707,1,Premium,4,3
44,Female,5600,2,Basic,5,3
20,Male,4396,3,Premium,5,3
61,Male,4396,1,Basic,5,4
55,Female,8616,3,Standard,4,3
66,Female,2306,2,Standard,1,1
28,Female,7709,2,Standard,5,3
44,Male,2063,3,Premium,5,1
32,Female,4396,5,Basic,4,4
32,Female,4396,3,Basic,1,2
59,Male,2676,3,Standard,5,3
44,Male,5330,3,Standard,4,2
64,Male,4456,1,Basic,1,3
24,Female,7979,4,Premium,2,3
34,Female,4396,5,Standard,3,4
26,Female,7240,3,Standard,4,2
62,Male,5351,4,Basic,4,3
69,Female,4396,1,Basic,3,3
58,Male,4396,1,Basic,5,2
48,Female,5131,4,Standard,3,3
44,Female,7832,5,Basic,2,1
64,Male,8640,4,Basic,1,2
26,Male,7174,3,Premium,1,3
52,Female,4396,3,Standard,2,1
66,Female,6927,3,Premium,5,3
19,Male,1422,3,Basic,4,2
51,Male,6955,3,Premium,2,1
37,Female,4396,3,Basic,2,3
44,Male,472,3,Standard,5,1
43,Female,2309,5,Premium,5,1
27,Female,1358,1,Standard,4,4
36,Female,7388,2,Basic,3,4
40,Male,4396,3,Premium,3,3
66,Female,7384,4,Standard,5,2
34,Male,5514,1,Standard,1,4
51,Female,8552,5,Standard,3,2
24,Male,4396,4,Basic,1,3
34,Male,4396,5,Premium,3,4
57,Female,4396,5,Premium,2,3
41,Female,4396,3,Premium,4,1
23,Female,6239,2,Premium,4,4
49,Male,4396,3,Standard,4,3
49,Male,4890,1,Basic,3,3
44,Male,4443,3,Standard,3,3
58,Male,3968,3,Standard,5,3
56,Male,109,2,Premium,5,4
69,Female,7422,1,Standard,4,2
54,Male,4396,4,Premium,2,3
36,Male,8097,4,Standard,3,2
27,Male,6883,3,Standard,2,3
50,Female,4396,3,Premium,5,3
57,Male,5420,3,Standard,4,4
69,Male,2520,3,Basic,1,1
49,Female,524,5,Standard,3,3
44,Female,3967,3,Standard,2,3
56,Male,4396,3,Premium,2,1
56,Male,4396,3,Premium,3,4
19,Male,4396,2,Standard,3,1
59,Male,3990,4,Premium,2,4
39,Male,1144,4,Standard,5,1
49,Female,7276,3,Premium,2,3
25,Female,3797,3,Standard,3,3
34,Female,4396,1,Standard,3,3
35,Male,4396,3,Premium,4,3
46,Female,8437,3,Standard,1,3
40,Female,1453,3,Standard,4,2
31,Male,4396,5,Standard,3,2
44,Male,931,1,Basic,1,2
36,Female,4396,5,Basic,1,3
54,Male,1756,5,Standard,2,4
37,Male,4396,1,Standard,2,4
31,Male,4396,5,Basic,3,3
42,Female,4396,3,Standard,2,2
44,Female,2775,2,Standard,2,4
44,Male,4422,2,Standard,2,2
24,Male,8343,2,Standard,5,1
50,Male,524,3,Standard,2,3
28,Female,6401,4,Premium,3,4
40,Female,4396,4,Standard,4,3
47,Female,180,4,Standard,5,4
44,Female,4396,3,Basic,1,3
44,Male,4396,3,Premium,2,4
57,Male,4396,2,Standard,5,1
44,Female,4396,1,Standard,3,2
59,Male,4396,3,Standard,3,4
59,Female,1028,3,Standard,2,1
29,Female,4396,1,Standard,1,2
44,Male,7612,3,Standard,5,4
28,Male,1664,1,Standard,1,3
43,Male,4396,2,Basic,2,3
44,Female,4396,3,Premium,5,3
44,Male,4514,4,Standard,2,4
44,Female,392,3,Basic,5,3
38,Male,4396,3,Basic,4,1
33,Female,4420,5,Standard,4,4
63,Male,5148,4,Premium,1,3
55,Male,4457,5,Standard,1,2
67,Female,4396,3,Premium,1,1
30,Male,854,3,Standard,1,1
27,Female,7293,1,Standard,2,1
26,Female,4396,3,Basic,5,4
53,Male,7924,3,Basic,1,1
38,Female,4396,3,Premium,4,3
44,Female,3566,4,Standard,3,3
55,Male,4704,3,Premium,5,4
21,Male,7602,3,Basic,5,4
32,Female,7815,1,Basic,3,4
63,Female,4396,3,Standard,2,1
44,Female,3986,2,Premium,3,2
64,Male,4284,3,Standard,1,3
21,Male,5270,3,Standard,2,1
35,Male,1858,1,Standard,1,1
55,Male,7888,5,Standard,5,2
29,Male,4396,4,Standard,4,4
62,Female,1690,1,Standard,4,1
61,Female,7056,3,Basic,1,3
44,Male,6207,4,Basic,1,3
54,Female,4009,2,Basic,4,3
44,Female,6771,3,Standard,4,4
64,Male,5045,5,Premium,4,1
44,Female,1612,3,Standard,5,3
39,Female,4396,3,Premium,3,3
36,Female,1442,1,Standard,5,1
29,Female,2480,3,Standard,4,3
42,Male,4396,4,Premium,3,1
60,Female,4396,3,Standard,5,2
49,Female,3876,5,Standard,2,2
55,Female,8390,3,Premium,3,3
49,Male,4396,4,Standard,5,4
37,Female,7417,3,Premium,3,4
21,Male,227,3,Standard,3,4
55,Male,4396,3,Basic,2,3
44,Female,4396,3,Basic,4,4
65,Male,4396,3,Premium,1,4
64,Male,4396,2,Standard,3,4
44,Male,4396,1,Standard,1,3
33,Female,4396,3,Premium,5,4
56,Male,5938,3,Basic,5,3
44,Male,5900,1,Basic,1,3
37,Male,2102,1,Basic,5,4
43,Male,5546,3,Standard,3,3
69,Female,4057,3,Premium,2,2
53,Male,4396,3,Standard,4,3
44,Female,6948,3,Basic,3,4
21,Male,8517,2,Premium,4,3
52,Female,5843,3,Basic,2,2
51,Female,4396,4,Standard,4,3
18,Male,1205,2,Standard,2,3
44,Female,4396,5,Standard,4,3
29,Male,3176,5,Standard,3,2
40,Female,3493,4,Standard,2,2
19,Female,3443,3,Basic,3,3
44,Male,168,4,Standard,3,3
32,Male,4923,3,Basic,2,3
19,Male,3413,3,Standard,3,1
46,Male,7477,2,Premium,5,4
57,Male,4311,1,Standard,2,3
18,Female,6246,2,Standard,2,4
34,Male,7744,2,Standard,4,2
33,Male,4396,3,Standard,2,3
69,Male,4354,3,Premium,2,1
25,Female,7286,4,Standard,3,1
39,Female,783,3,Standard,3,1
66,Female,7295,2,Standard,3,3
22,Male,4396,1,Standard,3,3
21,Male,1953,3,Premium,1,3
45,Male,2343,3,Standard,3,1
28,Female,5405,3,Basic,4,4
25,Female,3465,1,Premium,5,3
67,Male,4396,3,Standard,2,3
49,Female,2812,4,Standard,5,2
44,Female,6057,5,Basic,2,4
44,Female,4396,3,Standard,5,3
21,Male,4104,4,Standard,2,2
27,Female,6640,2,Standard,1,1
68,Female,6803,3,Standard,2,3
22,Female,4396,3,Premium,1,2
55,Female,4396,3,Standard,1,3
44,Female,2728,4,Standard,1,3
34,Female,2281,4,Basic,3,3
28,Male,976,4,Basic,4,1
57,Male,4396,3,Basic,2,1
32,Male,4396,1,Basic,2,4
25,Female,4396,3,Standard,4,2
42,Male,7403,1,Standard,4,1
67,Female,8512,1,Standard,4,1
34,Male,5720,4,Standard,1,3
41,Female,4396,3,Basic,3,1
61,Male,4396,4,Basic,1,2
44,Male,4396,2,Basic,2,2
57,Male,7645,3,Premium,4,2
58,Female,4396,3,Premium,4,3
63,Male,2500,2,Premium,1,2
48,Female,6921,3,Standard,4,1
31,Female,5737,5,Premium,4,3
26,Female,4396,1,Premium,3,4
54,Male,230,3,Basic,1,4
44,Female,2329,3,Basic,2,1
35,Female,6281,5,Premium,3,3
51,Male,4396,3,Standard,5,3
28,Male,6337,2,Premium,2,3
34,Female,4918,3,Standard,5,2
18,Male,8041,2,Standard,5,1
35,Female,8717,3,Standard,3,3
68,Female,1003,4,Standard,5,3
44,Male,4396,3,Standard,5,3
21,Male,8375,3,Premium,3,3
27,Female,5346,2,Standard,3,2
25,Male,4396,3,Standard,4,1
38,Female,4396,3,Basic,2,1
27,Male,8750,1,Standard,3,1
32,Female,7729,3,Standard,3,4
65,Female,3857,3,Basic,1,3
44,Female,5404,1,Basic,4,4
37,Female,1203,1,Standard,1,4
56,Male,4396,4,Basic,4,3
44,Female,5358,4,Standard,5,4
56,Female,4253,2,Standard,3,4
62,Male,6749,3,Standard,2,3
52,Male,4396,2,Standard,1,4
44,Male,6700,1,Standard,2,4
41,Female,2754,1,Standard,5,1
54,Female,5098,5,Standard,2,3
44,Female,4396,3,Premium,4,4
43,Male,6414,4,Basic,4,3
41,Male,4396,5,Premium,4,1
51,Male,8082,3,Basic,4,3
42,Female,2968,3,Standard,2,4
41,Female,1218,2,Premium,1,4
44,Female,6801,2,Premium,5,3
24,Male,4396,2,Basic,3,2
31,Male,1373,3,Standard,4,2
49,Female,2427,3,Basic,4,4
29,Male,4396,1,Basic,3,3
34,Female,2443,3,Standard,1,3
66,Female,667,4,Standard,4,1
55,Female,1431,3,Basic,4,3
37,Female,7193,2,Premium,2,3
44,Female,2480,2,Standard,2,3
43,Female,4396,5,Standard,3,1
25,Male,4891,1,Basic,4,2
34,Female,4297,3,Standard,5,3
29,Female,4015,4,Standard,2,1
44,Female,4396,3,Premium,5,2
41,Female,6917,3,Standard,1,3
48,Female,2114,1,Standard,4,3
60,Female,6682,1,Standard,4,2
40,Female,8092,2,Standard,2,1
61,Male,8548,3,Standard,2,4
61,Female,2826,3,Standard,5,3
44,Male,6053,3,Standard,1,4
53,Female,7584,2,Premium,4,1
44,Male,4396,3,Standard,1,3
41,Female,3048,3,Standard,4,1
60,Male,4396,2,Standard,1,4
29,Female,2446,4,Standard,2,2
44,Male,5659,3,Standard,1,3
50,Female,584,5,Standard,1,4
38,Male,2188,3,Premium,4,2
24,Male,6561,5,Standard,1,3
34,Male,3829,3,Premium,3,3
60,Male,5984,1,Basic,2,3
23,Female,4396,3,Standard,4,2
49,Female,921,3,Standard,5,3
44,Male,4396,4,Standard,5,2
58,Female,3125,5,Standard,2,4
43,Male,528,3,Basic,3,2
44,Female,6761,3,Basic,5,2
49,Female,643,3,Standard,1,3
67,Male,4396,4,Standard,4,3
27,Female,4396,5,Standard,5,3
20,Male,6352,3,Premium,2,3
43,Male,363,4,Standard,5,1
33,Male,6148,4,Standard,3,3
46,Female,4396,1,Premium,2,3
33,Male,917,2,Standard,5,1
43,Male,4184,2,Premium,4,3
28,Male,299,3,Premium,4,2
65,Female,4664,3,Premium,5,4
44,Male,6516,3,Premium,4,2
44,Female,4271,2,Basic,4,2
68,Female,2651,1,Standard,5,3
44,Female,5925,1,Basic,4,4
24,Male,8223,3,Premium,5,2
60,Male,4353,5,Standard,4,1
31,Male,4658,3,Standard,2,2
30,Female,2640,3,Premium,5,2
22,Female,2436,3,Basic,2,1
31,Female,7954,4,Premium,5,2
54,Male,4396,4,Premium,5,3
66,Male,825,3,Standard,3,3
37,Male,4396,1,Standard,3,3
44,Male,7215,1,Basic,3,1
51,Male,313,3,Premium,4,3
44,Female,4396,5,Standard,3,2
21,Male,349,3,Premium,2,1
67,Female,6043,3,Premium,4,2
69,Female,7194,5,Premium,4,3
49,Female,4396,3,Premium,3,2
62,Male,4396,3,Standard,2,3
51,Male,3729,3,Basic,2,3
53,Female,4396,3,Basic,2,3
20,Female,2973,3,Basic,4,4
64,Male,4396,3,Standard,1,1
38,Male,4396,5,Premium,1,3
40,Male,7614,4,Standard,2,4
41,Female,6264,4,Standard,3,4
64,Female,4396,5,Standard,3,4
24,Female,5352,3,Basic,5,3
41,Female,4396,3,Premium,5,4
21,Female,7309,5,Basic,2,3
44,Female,8541,4,Standard,2,4
39,Female,768,4,Premium,4,3
44,Female,4396,3,Standard,4,4
44,Male,200,1,Standard,3,2
44,Male,5638,3,Standard,5,4
34,Male,4396,5,Standard,3,1
52,Female,4396,3,Standard,4,3
44,Female,3962,4,Standard,2,3
59,Female,4396,2,Basic,2,3
44,Male,4396,5,Basic,4,3
53,Female,2002,2,Standard,5,2
53,Female,2371,5,Basic,5,3
18,Male,7161,2,Basic,3,3
44,Female,3197,3,Standard,4,3
51,Female,4396,1,Premium,1,3
21,Female,8173,3,Standard,2,4
18,Female,4396,2,Standard,2,3
36,Male,4200,4,Standard,1,1
46,Male,4396,5,Premium,1,4
18,Female,4312,1,Standard,3,4
58,Female,66,5,Standard,2,4
45,Male,4396,2,Standard,1,2
28,Female,492,2,Standard,4,2
66,Female,8368,1,Standard,3,3
26,Female,7745,3,Standard,3,4
25,Female,1801,3,Standard,1,3
33,Female,4396,3,Standard,1,3
44,Male,589,3,Standard,2,2
44,Female,4396,5,Basic,4,3
68,Male,8696,3,Premium,5,3
61,Female,1620,3,Standard,4,2
44,Female,1139,5,Standard,5,3
44,Female,1828,3,Standard,2,1
63,Female,4396,1,Standard,4,3
63,Male,1558,3,Standard,2,1
64,Male,4396,3,Standard,4,2
44,Male,4396,5,Standard,2,1
50,Female,4396,5,Standard,2,3
33,Male,5684,3,Standard,4,2
59,Female,7758,4,Basic,1,3
53,Female,5277,1,Basic,3,1
44,Male,5540,3,Standard,1,2
44,Female,4947,3,Basic,1,2
32,Male,4011,3,Basic,1,2
25,Female,4396,3,Premium,4,3
44,Male,8017,2,Basic,1,3
39,Female,7621,3,Standard,3,3
46,Female,1245,3,Standard,1,4
33,Male,6285,1,Standard,1,2
51,Male,371,3,Basic,4,1
64,Male,8069,3,Standard,3,2
44,Female,4396,5,Standard,1,1
36,Female,4396,4,Standard,5,4
44,Female,1287,3,Standard,5,4
44,Male,4092,4,Standard,3,3
61,Female,4396,5,Standard,1,2
63,Male,5899,2,Standard,1,3
44,Male,3682,2,Premium,4,1
52,Female,4396,3,Standard,1,2
31,Male,4036,3,Basic,3,1
38,Male,3572,1,Standard,5,2
26,Male,4396,4,Standard,1,3
36,Male,6001,5,Premium,1,2
63,Male,39,2,Standard,1,2
33,Male,4396,5,Standard,2,1
57,Male,8064,2,Standard,1,3
33,Female,7785,3,Standard,4,1
44,Female,2134,3,Basic,5,3
27,Male,4396,3,Standard,4,1
25,Female,2759,5,Premium,5,4
67,Male,3029,1,Premium,5,3
36,Female,463,5,Standard,2,3
21,Male,7713,3,Standard,5,1
60,Male,1220,1,Standard,3,2
48,Female,67,1,Standard,2,4
50,Female,4396,3,Standard,1,3
48,Female,1880,2,Standard,1,3
32,Male,2472,2,Standard,5,3
44,Female,3069,5,Standard,2,1
23,Male,3715,3,Standard,4,2
62,Female,8174,3,Premium,3,1
30,Male,6130,3,Premium,5,4
23,Male,7887,5,Premium,3,2
27,Female,6489,3,Premium,2,1
37,Female,7667,3,Standard,5,3
63,Female,296,4,Standard,5,3
25,Male,4036,3,Basic,3,3
36,Male,6034,3,Premium,4,3
43,Male,4209,1,Standard,2,1
26,Female,4396,5,Premium,2,4
69,Female,7555,3,Basic,3,3
37,Female,2670,3,Standard,2,3
33,Female,7777,5,Basic,2,4
31,Female,5705,3,Standard,4,3
66,Male,6205,3,Standard,3,2
65,Male,8720,3,Standard,3,2
37,Male,4396,2,Standard,1,4
59,Female,4396,3,Standard,2,3
44,Female,8684,5,Basic,4,2
46,Male,4396,5,Standard,5,4
44,Female,62,2,Standard,1,3
57,Male,1474,1,Premium,4,1
66,Male,1002,1,Standard,4,1
42,Male,6607,3,Premium,5,1
45,Male,4396,1,Standard,1,3
69,Female,8059,5,Basic,4,3
50,Male,4396,4,Standard,5,1
39,Female,5715,4,Standard,1,4
44,Female,5012,3,Standard,2,3
39,Male,7549,3,Standard,4,3
31,Female,4396,2,Basic,5,3
26,Female,715,1,Basic,3,2
44,Female,4396,3,Premium,2,4
61,Male,2672,2,Standard,1,4
44,Male,3488,4,Standard,3,2
44,Male,3564,2,Basic,5,3
51,Male,2528,3,Premium,3,3
57,Male,7435,3,Basic,3,3
44,Male,3956,5,Standard,1,3
37,Male,3416,3,Basic,3,3
38,Female,5167,2,Standard,3,1
53,Female,4396,5,Standard,3,3
44,Female,135,2,Standard,2,3
37,Female,3217,3,Premium,4,4
35,Female,3273,3,Premium,4,3
47,Male,8250,1,Standard,2,3
61,Female,1184,1,Basic,2,1
56,Female,94,3,Premium,2,3
23,Female,4396,4,Basic,1,2
68,Female,3605,1,Standard,2,3
31,Female,4396,5,Standard,2,1
44,Male,340,5,Premium,5,2
21,Female,4396,3,Premium,4,4
33,Female,4396,5,Basic,2,3
55,Male,4396,2,Standard,4,2
65,Female,4305,4,Standard,3,2
44,Male,2731,2,Premium,5,3
30,Male,3344,5,Standard,4,1
44,Female,4396,1,Standard,2,4
44,Female,7931,5,Basic,5,3
61,Male,5150,3,Premium,5,4
19,Male,1298,1,Premium,2,3
30,Female,5221,3,Basic,4,3
44,Male,4396,3,Basic,3,1
44,Female,4396,1,Standard,2,2
33,Male,1195,3,Standard,4,3
22,Female,7679,2,Standard,5,1
69,Female,2450,1,Standard,5,1
64,Male,4513,3,Standard,1,4
35,Female,4396,2,Basic,1,3
63,Female,7477,3,Basic,4,3
25,Female,1520,3,Premium,4,4
65,Male,6356,4,Premium,5,4
62,Male,7114,3,Basic,4,4
34,Male,4396,4,Premium,3,4
19,Male,1516,5,Standard,2,3
39,Male,1185,3,Standard,2,4
49,Female,6463,3,Basic,4,1
44,Male,2044,3,Standard,5,3
20,Male,565,3,Standard,2,2
44,Female,4396,3,Standard,2,3
57,Female,3825,3,Standard,5,3
59,Female,2010,3,Basic,1,3
58,Female,5839,3,Standard,3,3
32,Female,5030,3,Standard,3,1
19,Female,2461,1,Standard,3,3
26,Male,2002,5,Basic,5,1
34,Male,286,2,Premium,4,4
34,Female,4396,3,Standard,2,1
44,Male,3179,3,Standard,1,1
39,Female,3535,2,Standard,4,3
63,Female,4396,3,Basic,5,2
44,Male,4393,4,Premium,4,3
24,Female,5969,3,Standard,3,3
45,Male,4396,3,Standard,5,4
46,Female,8736,2,Standard,4,3
44,Male,6635,4,Premium,2,2
39,Female,4396,3,Premium,4,2
44,Male,6679,3,Premium,1,3
18,Male,4396,3,Premium,5,3
40,Female,4837,3,Standard,4,1
44,Male,2918,3,Standard,1,3
45,Male,6084,4,Premium,2,1
44,Female,2112,3,Standard,3,3
21,Female,4396,5,Standard,2,3
68,Male,4396,3,Basic,3,2
31,Male,4396,4,Standard,1,3
48,Male,4605,3,Standard,4,3
31,Female,4396,1,Premium,2,3
46,Male,4396,1,Standard,3,3
65,Male,6845,3,Standard,3,2
24,Female,5060,3,Premium,2,2
18,Male,3756,3,Standard,3,4
27,Female,4396,1,Standard,4,4
39,Male,4396,1,Standard,3,3
65,Male,5333,3,Premium,4,2
47,Male,4396,3,Standard,1,1
44,Male,727,3,Basic,3,3
51,Female,2838,1,Premium,5,4
44,Male,4396,3,Basic,3,4
46,Female,4396,5,Basic,2,4
55,Female,606,2,Standard,1,4
57,Female,4396,3,Standard,2,3
30,Male,2260,3,Premium,5,4
59,Male,4396,5,Standard,3,2
44,Female,4396,2,Standard,1,2
51,Female,4308,4,Premium,1,3
63,Male,4751,3,Premium,2,1
32,Female,3464,4,Basic,4,3
69,Female,4396,1,Premium,5,4
48,Female,4396,3,Standard,3,2
53,Female,4396,3,Basic,5,4
33,Female,4396,4,Premium,4,3
44,Male,411,3,Standard,4,3
27,Female,4396,3,Standard,4,4
21,Female,3604,2,Standard,3,3
37,Male,4396,3,Standard,2,4
50,Male,4776,1,Standard,1,1
24,Female,3266,5,Standard,2,1
44,Female,2629,3,Standard,5,1
50,Female,6906,4,Premium,2,3
